"id","title","content","publication_date","source_url","category","created_at"
32,"SpaceX says it could launch Starship soon if the FAA lets it","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e67c1a1babb5c373196357f7590990c8.jpg"" /><p>Elon Musk’s SpaceX has said it could launch its next test of the Starship megarocket as soon as Oct. 13 — as long as it gets regulatory approval from the Federal Aviation Administration (FAA).</p><p><a href=""https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523"">Read more...</a></p>","2024-10-08 13:15:00","https://qz.com/spacex-starship-rocket-fifth-launch-test-elon-musk-faa-1851667523","Others","2024-10-09 14:43:27.159709"
33,"Uber will use ChatGPT to get more people to use EVs","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/2d6d7bca90e7c3b1a690761e879150ba.jpg"" /><p>Uber (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/UBER"" rel=""noopener noreferrer"" target=""_blank"">UBER</a>) is looking to encourage users and drivers to opt for electric vehicles.<br /></p><p><a href=""https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513"">Read more...</a></p>","2024-10-08 13:13:47","https://qz.com/uber-green-electric-vehicles-evs-ai-assistant-1851667513","Others","2024-10-09 14:43:27.178704"
34,"Everything to know about Nvidia, from the stock to its AI chips","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e989a78d92952961ce408539c230caf9.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/nvidia-history-origin-ai-chip-jensen-huang-1851372906"" rel=""noopener noreferrer"" target=""_blank"">Nvidia</a> has emerged as one of the hottest <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-artificial-intelligence-glossary-vocabulary-terms-1851422473"" rel=""noopener noreferrer"" target=""_blank"">artificial intelligence</a> stocks on the market. The 31-year-old company’s meteoric rise is largely due to <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/ai-stocks-dot-com-bubble-nvidia-google-microsoft-amazon-1851407019"" rel=""noopener noreferrer"" target=""_blank"">the recent AI boom</a>, which revealed the unexpected potential of its core product, the graphics processing units (GPUs), for AI development.<br /></p><p><a href=""https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728"">Read more...</a></p>","2024-10-08 09:00:00","https://qz.com/nvidia-stock-ai-chips-market-cap-1851647728","Others","2024-10-09 14:43:27.220733"
35,"Why are the world's wealthiest families flocking to family offices?","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/125a249558f2ae52fe8d92e668479a9d.jpg"" /><p>The wealthiest families in the world are increasingly investing their portfolios into risk assets rather than cash, a recent survey of more than 338 family offices revealed.<br /></p><p><a href=""https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724"">Read more...</a></p>","2024-10-08 09:00:00","https://qz.com/why-world-wealthiest-families-flocking-family-offices-1851665724","Others","2024-10-09 14:43:27.240935"
98,"How India became a Test cricket powerhouse","More than 90 years after its first Test match, India boasts more victories in the format than losses.","2024-10-03 21:27:11","https://www.bbc.com/news/articles/cz6w0lygq22o","Others","2024-10-09 14:43:28.545872"
36,"The top 10 mental health apps to try on World Mental Health Day","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/963bf2891df7c3e19106b56cec7c8c98.jpg"" /><p>In honor of World Mental Health Day on October 10 and National Depression and Mental Health Screening Month, we’re highlighting apps aiming to assist the millions of people seeking to improve their mental health. In 2019, an estimated <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.who.int/publications/i/item/9789240049338"" rel=""noopener noreferrer"" target=""_blank"">970 million people</a> worldwide were living with a mental disorder, according to the…</p><p><a href=""https://qz.com/calm-finch-world-mental-health-day-apps-1851666018"">Read more...</a></p>","2024-10-08 09:00:00","https://qz.com/calm-finch-world-mental-health-day-apps-1851666018","Others","2024-10-09 14:43:27.268924"
37,"Costco's gold bars are selling out fast","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/eea1067b4d236d6ea531b3add498e85e.jpg"" /><p>In a striking display of <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/costco-platinum-bars-gold-and-silver-retail-consumers-1851663436"" rel=""noopener noreferrer"" target=""_blank"">shifting</a> consumer behavior, Costco (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/COST"" rel=""noopener noreferrer"" target=""_blank"">COST</a>) Wholesale gold bars are disappearing from shelves faster than they can be restocked. </p><p><a href=""https://qz.com/costco-gold-bars-metal-silver-platinum-retail-consumer-1851667327"">Read more...</a></p>","2024-10-07 22:15:00","https://qz.com/costco-gold-bars-metal-silver-platinum-retail-consumer-1851667327","Others","2024-10-09 14:43:27.295925"
38,"FTX shareholders could get $1 billion after crypto firm is cleared to fully repay customers","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/a0da3871c4dbf126245cc0ae4a47b7bd.jpg"" /><p>A judge has reportedly approved payments to customers of collapsed crypto exchange FTX — and its shareholders could get $1 billion in seized assets. </p><p><a href=""https://qz.com/ftx-shareholders-billion-seized-crypto-exchange-sbf-1851667188"">Read more...</a></p>","2024-10-07 20:51:00","https://qz.com/ftx-shareholders-billion-seized-crypto-exchange-sbf-1851667188","Others","2024-10-09 14:43:27.317218"
39,"Christine McVie’s Fleetwood Mac scrapbook, Dianne Feinstein’s books, and an iconic Marilyn Monroe portrait: this week’s auction block roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b08a23f0ad44536bd2d771ef878965b7.jpg"" /><p>Each week Quartz highlights the upcoming and ongoing sales at auction houses across the world. Among the items available are works of art, historical artifacts, and pop culture memorabilia that collectors won’t want to miss out on. While some of these objects go for millions, others are simultaneously affordable and…</p><p><a href=""https://qz.com/this-week-s-auction-block-roundup-1851667217"">Read more...</a></p>","2024-10-07 20:19:00","https://qz.com/this-week-s-auction-block-roundup-1851667217","Others","2024-10-09 14:43:27.342746"
40,"McDonald's is suing Tyson Foods for allegedly choking the beef supply chain to raise prices","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c05075daf60d07669013f7602b944647.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/mcdonalds-chicken-big-mac-retail-consumers-1851664859"" rel=""noopener noreferrer"" target=""_blank"">McDonald’s</a> has filed a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://fingfx.thomsonreuters.com/gfx/legaldocs/jnvwjeeakpw/McDonald's%20v%20Cargill%20-%20EDNY%20-%2020241004.pdf"" rel=""noopener noreferrer"" target=""_blank"">lawsuit</a> against Tyson Foods (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/TSN"" rel=""noopener noreferrer"" target=""_blank"">TSN</a>), JBS, and other  major meat processing companies, accusing them of colluding for years to limit beef supplies.<br /></p><p><a href=""https://qz.com/mcdonalds-sues-tyson-foods-jbs-cargill-beef-supply-1851667117"">Read more...</a></p>","2024-10-07 19:56:00","https://qz.com/mcdonalds-sues-tyson-foods-jbs-cargill-beef-supply-1851667117","Others","2024-10-09 14:43:27.384789"
41,"Donald Trump's plans would cut taxes on the richest 5% of America — and raise them for everyone else","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/003c6e4fa140321f294be54cd74a46d5.jpg"" /><p>Former President Donald Trump has promised to slash — or scrap — a lot of taxes. But his plans to hike tariffs on imports would “more than offset” those tax cuts for all but the richest 5% of Americans, according to a <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://itep.org/a-distributional-analysis-of-donald-trumps-tax-plan-2024/"" rel=""noopener noreferrer"" target=""_blank"">new analysis</a>. </p><p><a href=""https://qz.com/donald-trump-tax-cuts-wealthiest-americans-tarrifs-1851667005"">Read more...</a></p>","2024-10-07 19:07:00","https://qz.com/donald-trump-tax-cuts-wealthiest-americans-tarrifs-1851667005","Others","2024-10-09 14:43:27.407796"
42,"Super Micro Computer stock surges 15% on big AI demand","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/b0757900a5910da0c80f614a0b1b05db.jpg"" /><p>Server company Super Micro Computer (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/SMCI"" rel=""noopener noreferrer"" target=""_blank"">SMCI</a>) unveiled a new liquid cooling solution for AI data centers on Monday, while also revealing it’s shipping over 100,000 graphics processing units (GPUs) quarterly — news that sent its stock climbing more than 15% in midday trading.</p><p><a href=""https://qz.com/super-micro-computer-stock-shares-surge-ai-demand-gpu-1851667019"">Read more...</a></p>","2024-10-07 19:05:36","https://qz.com/super-micro-computer-stock-shares-surge-ai-demand-gpu-1851667019","Others","2024-10-09 14:43:27.436403"
43,"A hot meal on a transatlantic JetBlue flight will now cost extra","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/4d23d5624d6070712e3d63ca64bc48a1.jpg"" /><p>JetBlue is making a big change to its transatlantic flight offerings. CNN (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/WBD"" rel=""noopener noreferrer"" target=""_blank"">WBD</a>) reports that the company’s “core” fares flying to Europe and the U.K. will <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.cnn.com/2024/10/07/travel/jetblue-drops-hot-meals-economy-passengers/index.html"" rel=""noopener noreferrer"" target=""_blank"">no longer come</a> with hot meals.</p><p><a href=""https://qz.com/jetblue-transatlantic-hot-food-cut-1851667000"">Read more...</a></p>","2024-10-07 18:28:00","https://qz.com/jetblue-transatlantic-hot-food-cut-1851667000","Others","2024-10-09 14:43:27.464401"
56,"Biden-Harris admin ‘taking advice from foreign governments’ on policing speech, lawmaker charges","Senior Biden-Harris administration officials gained advice from U.K. officials about partnering with social media platforms to police &quot;disinformation&quot; content, documents reveal.","2024-10-09 04:00:43","https://www.foxnews.com/politics/biden-harris-admin-taking-advice-from-foreign-governments-policing-speech-lawmaker-charges","Others","2024-10-09 14:43:27.764138"
57,"Georgia Dems chair reveals message to undecided GOP voters as Harris works to build broad base","Rep. Nikema Williams, chairwoman of the Georgia Democratic Party, spoke with Fox News Digital about the 2024 presidential race.","2024-10-09 04:00:39","https://www.foxnews.com/politics/georgia-dems-chair-reveals-message-undecided-gop-voters-harris-works-build-broad-base","Others","2024-10-09 14:43:27.782138"
44,"EV chargers that feel more like a gas station are coming","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/d58fbe47c8ba02fee3d888b4ff0d6805.png"" /><p>One major key to EV adoption is creating a comprehensive charging network. Not only does it have to be <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/ev-charging-should-be-so-much-easier-1850784127?_gl=1*169sb8c*_ga*MTM0NDQ4ODA2My4xNzIyMzc4NDE0*_ga_V4QNJTT5L0*MTcyODMwMTQ1Ny4xMTguMS4xNzI4MzA1Njk0LjU3LjAuMA.."">convenient</a>, it has to be <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/non-tesla-evs-are-having-a-hard-time-using-supercharger-1851662200?_gl=1*169sb8c*_ga*MTM0NDQ4ODA2My4xNzIyMzc4NDE0*_ga_V4QNJTT5L0*MTcyODMwMTQ1Ny4xMTguMS4xNzI4MzA1Njk0LjU3LjAuMA.."">appealing</a>.  One company is making a valiant attempt with its new gas station-like EV chargers. </p><p><a href=""https://qz.com/rove-ev-charger-gas-station-california-1851667059"">Read more...</a></p>","2024-10-07 18:21:41","https://qz.com/rove-ev-charger-gas-station-california-1851667059","Others","2024-10-09 14:43:27.492654"
45,"Bankrupt EV startup Fisker left its abandoned headquarters in 'complete disarray'","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/1b6194a6700ba7915bcebc87bf5f1507.png"" /><p><strong>Read more</strong>: <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/fisker-bankruptcy-ocean-recalls-cost-doj-evs-1851668617"" rel=""noopener noreferrer"" target=""_blank"">Fisker’s legal troubles keep getting worse</a></p><p><a href=""https://qz.com/fisker-bankruptcy-evs-headquarters-lawsuit-1851667041"">Read more...</a></p>","2024-10-07 18:18:00","https://qz.com/fisker-bankruptcy-evs-headquarters-lawsuit-1851667041","Others","2024-10-09 14:43:27.512749"
46,"A Frontier Airlines flight trailed flames as it landed","<video loop="""" poster=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/76a04059b0e2d273d3844bf96c600130.jpg""><source src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/76a04059b0e2d273d3844bf96c600130.mp4"" type=""video/mp4"" /></video><p>Clapping when a flight lands may be a fading tradition, but it’s fully deserved some days. Passengers on <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/frontier-launches-149-monthly-unlimited-flight-pass-wi-1850696796"">a Frontier Airlines flight</a> certainly had a reason for applause on Saturday after the flight from San Diego trailed flames from its landing gear while landing at <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://jalopnik.com/passenger-threatened-to-bomb-vegas-airport-because-he-c-1851647377"">Harry Reid International Airport</a> in Las Vegas. All…</p><p><a href=""https://qz.com/frontier-airlines-flight-flames-land-las-vegas-airbus-1851667033"">Read more...</a></p>","2024-10-07 18:14:32","https://qz.com/frontier-airlines-flight-flames-land-las-vegas-airbus-1851667033","Others","2024-10-09 14:43:27.554807"
47,"A classic Hamptons home, cliffside Beverly Hills bungalow and mansion-sized Manhattan townhouse: This week’s real estate roundup","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/5c7b422cd1d4376df2c5bd5cab800146.jpg"" /><p>Each week Quartz highlights the most luxurious real estate listings across the country. These properties feature remarkable views, enviable locations, and lavish amenities — and they’re all on the market right now. Check out the best homes that are available with upcoming open houses.<br /></p><p><a href=""https://qz.com/most-fabulous-real-estate-listings-oct-2024-1851666947"">Read more...</a></p>","2024-10-07 17:58:00","https://qz.com/most-fabulous-real-estate-listings-oct-2024-1851666947","Others","2024-10-09 14:43:27.584385"
48,"Trump Media stock spikes 15% after Elon Musk came to a campaign rally","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/c44a202c802d764879de499d29565f49.jpg"" /><p><a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/trump-media-djt-stock-chart-market-cap-truth-social-1851430157?_gl=1*1gzgwni*_ga*MTY1NjQyMDgwNC4xNzIxMDcwOTUy*_ga_V4QNJTT5L0*MTcyODMxOTg5MS4yNTkuMC4xNzI4MzE5ODkzLjU4LjAuMA.."" rel=""noopener noreferrer"" target=""_blank"">Trump Media & Technology Group</a> stock spiked more than 15% Monday after Tesla (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/TSLA"" rel=""noopener noreferrer"" target=""_blank"">TSLA</a>) and SpaceX chief Elon Musk <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.politico.com/news/2024/10/05/elon-musk-trump-butler-rally-00182615"" rel=""noopener noreferrer"" target=""_blank"">appeared next to former President Donald Trump</a> at a campaign rally Saturday.<br /></p><p><a href=""https://qz.com/trump-media-djt-elon-musk-campaign-rally-butler-1851666928"">Read more...</a></p>","2024-10-07 17:46:23","https://qz.com/trump-media-djt-elon-musk-campaign-rally-butler-1851666928","Others","2024-10-09 14:43:27.615491"
49,"Panera Bread settled a Charged Lemonade lawsuit after a student's death","<img class=""type:primaryImage"" src=""https://i.kinja-img.com/image/upload/c_fit,q_80,w_636/e73238ef5af36a137eb5afbe7f22b301.jpg"" /><p>Panera Bread has reached an agreement with the family of an Ivy League student who tragically passed away after consuming its <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/panera-charged-up-lemonade-lawsuits-1851461401?_gl=1*mfrlcd*_ga*MTkzNTUxMDgwMy4xNzI0MjQ2NjI3*_ga_V4QNJTT5L0*MTcyODMxMDQzMS44NS4xLjE3MjgzMTgxNDAuNjAuMC4w"" rel=""noopener noreferrer"" target=""_blank"">now-discontinued Charged Lemonade</a>, as first <a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://www.nbcnews.com/news/us-news/panera-settles-first-plaintiff-charged-lemonade-wrongful-death-suits-rcna174244"" rel=""noopener noreferrer"" target=""_blank"">reported</a> by NBC News (<a class=""sc-1out364-0 dPMosf sc-145m8ut-0 lcFFec js_link"" href=""https://qz.com/quote/CMCSA"" rel=""noopener noreferrer"" target=""_blank"">CMCSA</a>). </p><p><a href=""https://qz.com/panera-settles-lawsuit-death-charged-lemonade-1851666844"">Read more...</a></p>","2024-10-07 17:24:26","https://qz.com/panera-settles-lawsuit-death-charged-lemonade-1851666844","Others","2024-10-09 14:43:27.650134"
50,"Swing state GOP chair slams Biden-Harris admin for being out of touch on key issue: 'Abandoned this country'","Fox News Digital spoke with Arizona GOP Chairwoman Gina Swoboda about VP Harris&apos; recent trip to the border, which Swoboda dismissed as a political &quot;photo op.&quot;","2024-10-09 10:16:29","https://www.foxnews.com/politics/swing-state-gop-chair-slams-biden-harris-admin-out-of-touch-key-issue","Others","2024-10-09 14:43:27.664067"
51,"Election board in crucial swing state sued over dispute on who will monitor election results","The Fulton County, Georgia, board filed a lawsuit against the Georgia State Election Board this week over how to best monitor the election process in the 2024 election.","2024-10-09 09:58:54","https://www.foxnews.com/politics/election-board-in-crucial-swing-state-sued-over-dispute-on-who-will-monitor-election-results","Others","2024-10-09 14:43:27.67839"
52,"As Gaza war drags past 1 year mark, hope fades for a deal to bring hostages home soon","For a year now, freeing the hostages taken by Hamas has been a top goal for Israel, but some 101 remain unaccounted for and the hope of a deal to get them home is waning quickly.","2024-10-09 09:40:36","https://www.foxnews.com/politics/gaza-war-israeli-hostage-deal-hope-fades","Others","2024-10-09 14:43:27.695347"
95,"Climbers rescued after three days in the Himalayas","A British climber who went missing in the Himalayas has spoken of her relief after surviving for two days in ""brutal"" conditions that put her life in danger.","2024-10-06 16:14:26","https://www.bbc.com/news/articles/c93y147z4pdo","Others","2024-10-09 14:43:28.495515"
58,"Trump-backed House candidate rips Biden's 'joke' border policy for inviting gang violence to swing state","Fox News Digital spoke to AZ GOP congressional candidate Abe Hamadeh and GOP Chairwoman Gina Swoboda who warned that transnational gangs are coming across the border.","2024-10-09 04:00:35","https://www.foxnews.com/politics/trump-backed-house-candidate-rips-bidens-joke-border-policy","Others","2024-10-09 14:43:27.800142"
59,"From kissy-face sitdown on ‘The View’ to a tougher grilling on ‘60 Minutes,’ Kamala Harris is making news","The mainstream leftist media has given presidential hopeful Kamala Harris a lot of air time in the past few weeks, but their interviews may resemble cheerleading.","2024-10-09 03:00:02","https://www.foxnews.com/politics/kissy-face-sitdown-view-tougher-grilling-60-minutes-kamala-harris-finally-making-news","Others","2024-10-09 14:43:27.813152"
60,"Tim Walz calls for elimination of Electoral College at California fundraiser, says 'it needs to go'","Minnesota Gov. Tim Walz said the Electoral College should be abolished in favor of a national popular vote during a fundraiser in California.","2024-10-08 21:44:52","https://www.foxnews.com/politics/tim-walz-calls-elimination-electoral-college-california-fundraiser-says-it-needs-go","Others","2024-10-09 14:43:27.825917"
61,"Israel’s Minister of Defense cancels visit to Pentagon amid Middle East conflict escalation","Israeli Minister of Defense Yoav Gallant canceled a visit with the Pentagon scheduled for Wednesday, amid rising tensions in the Middle East between Israel and Hamas.","2024-10-08 19:57:47","https://www.foxnews.com/politics/israels-minister-defense-cancels-visit-pentagon-amid-middle-east-conflict-escalation","Others","2024-10-09 14:43:27.840806"
62,"US officials reveal fate of nabbed Tajikistan illegal immigrants with alleged ISIS ties","Eight Tajikistan nationals with alleged ties to ISIS are in the process of being deported from the U.S., officials confirmed to Fox News Digital on Tuesday.","2024-10-08 18:30:32","https://www.foxnews.com/politics/us-officials-reveal-fate-nabbed-tajikistan-illegal-immigrants-alleged-isis-ties","Others","2024-10-09 14:43:27.859801"
63,"Fox News Politics: Harris on '60 minutes': Joe 2.0?","The latest updates from the 2024 campaign trail, exclusive interviews and more Fox News politics content","2024-10-08 17:36:21","https://www.foxnews.com/politics/fox-news-politics-harris-60-minutes-joe-2-0","Others","2024-10-09 14:43:27.876054"
64,"Biden undermines Harris claim that Ron DeSantis is politicizing hurricane response: 'Doing a great job'","President Joe Biden praised GOP Florida Gov. Ron DeSantis for being &quot;cooperative&quot; and doing a &quot;great job&quot; in his response to Hurricanes Helene and Milton, despite Vice President Kamala Harris slamming DeSantis for &quot;playing political games.&quot;","2024-10-08 17:26:05","https://www.foxnews.com/politics/biden-undermines-harris-claim-ron-desantis-politicizing-hurricane-response-doing-great-job","Others","2024-10-09 14:43:27.896482"
65,"Supreme Court signals support for Biden administration regulation of 'ghost gun' kits","Supreme Court signals support for Biden administration regulation of &quot;ghost gun&quot; ready-to-assemble kits in Garland v. VanDerStok (23-852). A ruling is expected by summer 2025.","2024-10-08 17:19:54","https://www.foxnews.com/politics/supreme-court-signals-support-biden-administration-regulation-ghost-gun-kits","Others","2024-10-09 14:43:27.920515"
66,"Reporter's Notebook: With no government shutdown, it feels like Christmas in September","This spending bill funds the government through October, November and just before Christmas, setting up another showdown just before Christmas Eve.","2024-10-08 16:25:15","https://www.foxnews.com/politics/reporters-notebook-no-government-shutdown-feels-like-christmas-september","Others","2024-10-09 14:43:27.936259"
67,"Prospects of a deal with Israel fade away as Saudis invite Iranian foreign minister to visit","An Israel-Saudi normalization deal has seemingly evaporated as Iran’s foreign minister visits the kingdom on Tuesday to discuss efforts to halt Tel Aviv’s incursions into Gaza and Lebanon.","2024-10-08 16:29:30","https://www.foxnews.com/politics/iran-foreign-minister-saudi-arabia-deal-israel","Others","2024-10-09 14:43:27.95271"
68,"Early voting means 'election season' has already begun","Early voting is expected to begin for some eligible Americans, and if the last two election cycles are any indication, many will have already voted before Election Day.","2024-08-07 10:44:25","https://www.foxnews.com/politics/days-until-voting-starts-election-season-kicks-off-sooner","Others","2024-10-09 14:43:27.968755"
69,"Overseas meth sent to US election building shuts down office for hours","The Dutchess County Board of Elections office shut down for hours Monday over a suspicious package from Europe containing crystal meth, according to a press release.","2024-10-08 15:33:53","https://www.foxnews.com/politics/overseas-meth-sent-us-election-building-shuts-down-office-hours","Others","2024-10-09 14:43:27.982712"
70,"Kamala Harris' tough words on Iran confounds critics","Vice President Kamala Harris had harsh words for Iran in an interview Monday evening as she said the regime is America’s biggest foe.","2024-10-08 15:31:30","https://www.foxnews.com/politics/harris-iran-biggest-us-adversary-china","Others","2024-10-09 14:43:27.999438"
71,"New poll shows Harris taking a slim lead over Trump thanks to support from a surprising group","Poll indicates increased support from Republicans is helping fuel Vice President Kamala Harris with 4 weeks to go until Election Day in her White House showdown with former President Trump","2024-10-08 15:19:54","https://www.foxnews.com/politics/new-poll-shows-harris-taking-slim-lead-over-trump-support-from-surprising-group","Others","2024-10-09 14:43:28.01804"
72,"North Carolina residents will see changes to early voting after Hurricane Helene","The North Carolina Elections Board passed a resolution to adjust voting rules in thirteen swing state counties following Hurricane Helene.","2024-10-08 14:20:52","https://www.foxnews.com/politics/north-carolina-residents-see-changes-early-voting-after-hurricane-helene","Others","2024-10-09 14:43:28.037988"
73,"New poll reveals which voter group are fueling Trump to a narrow edge over Harris in battleground","Former President Donald Trump holds a razor-thin two-point edge over Vice President Kamala Harris in battleground Arizona, according to a new public opinion poll.","2024-10-08 14:00:03","https://www.foxnews.com/politics/new-poll-which-voter-group-fueling-trump-narrow-edge-over-harris-battleground","Others","2024-10-09 14:43:28.05208"
74,"Texas AG demands Biden-Harris admin help verify citizenship of nearly 500K registered voters","The Texas Attorney General has written to the Biden-Har­ris administration urging it to provide information on nearly half a million people who have not had their citizenship verified.","2024-10-08 13:21:56","https://www.foxnews.com/politics/texas-ag-demands-biden-harris-admin-help-verify-citizenship-nearly-500k-registered-voters","Others","2024-10-09 14:43:28.069994"
75,"Xi Jinping celebrates China’s rising power — and his own","President Xi Jinping opened China’s twice-per decade Communist Party Congress on Wednesday hailing the reforms he put in place during his first five-year term and sharing his vision for where he hopes to take the nation. William Brangham reports on the congress as it prepares to announce Xi’s successor and how new leadership may transform China’s role as a global economic partner.","2017-10-18 22:35:21","http://www.pbs.org/newshour/bb/xi-jinping-celebrates-chinas-rising-power/","Others","2024-10-09 14:43:28.104999"
96,"India government says criminalising marital rape 'excessively harsh'","The government has opposed petitions in the country's top court that seek criminalisation of marital rape.","2024-10-04 06:32:38","https://www.bbc.com/news/articles/c80r38yeempo","Others","2024-10-09 14:43:28.511536"
76,"The battle for Mosul is over, but this hidden ISIS danger could lurk for years","Iraq may have ousted Islamic States militants from the city of Mosul over the summer, but the major task of finding and destroying the mines, booby traps and bombs remains. A security firm hired by the U.S. and Iraqi workers are making progress to clear major areas, but it could take years or even decades. Special correspondent Marcia Biggs reports on the safety of Mosul after ISIS.","2017-10-18 22:20:26","http://www.pbs.org/newshour/bb/battle-mosul-hidden-isis-danger-lurk-years/","Others","2024-10-09 14:43:28.127104"
77,"As Rohingya refugees continue to flee from persecution, here’s how you can help","More than 500,000 Rohingya Muslims have fled their homes since August to escape systematic violence at the hands of government soldiers in Myanmar. Here's how you can help.","2017-10-18 20:58:34","http://www.pbs.org/newshour/rundown/rohingya-refugees-continue-flee-persecution-heres-can-help/","Others","2024-10-09 14:43:28.142371"
78,"Tillerson: ‘Heartbreaking’ reports of suffering in Myanmar","WASHINGTON — Secretary of State Rex Tillerson is condemning reported atrocities committed against Rohingya Muslims in Myanmar, and he says those responsible — perhaps the country's military — will be held accountable.","2017-10-18 15:36:51","http://www.pbs.org/newshour/rundown/tillerson-heartbreaking-reports-suffering-myanmar/","Others","2024-10-09 14:43:28.159607"
79,"Far-right groups gain ground in Sweden and Germany amid migrant influx","Sunday’s election in Austria brought victory to 31-year-old Sebastian Kurz, who was elected chancellor on an anti-immigrant platform. Earlier, a strengthened far-right party dealt a blow to returning leader Angela Merkel in Germany’s election. As Sweden’s election approaches next year, special correspondent Michael Brabant surveys the changing political landscape in Europe.","2017-10-17 22:30:37","http://www.pbs.org/newshour/bb/far-right-groups-gain-ground-sweden-germany-amid-migrant-influx/","Others","2024-10-09 14:43:28.197959"
80,"U.S.-backed Syrian forces recapture Raqqa from Islamic State group","U.S.-backed Syrian Democratic Forces announced Tuesday that they had captured the city of Raqqa from Islamic State militants.","2017-10-17 16:57:20","http://www.pbs.org/newshour/rundown/u-s-backed-syrian-forces-recapture-raqqa-from-islamic-state-group/","Others","2024-10-09 14:43:28.211983"
81,"WATCH: Trump and Greek prime minister hold joint news conference","President Donald Trump says the U.S. stands with Greece as they recover from their economic crisis.","2017-10-17 16:28:24","http://www.pbs.org/newshour/rundown/watch-live-trump-and-greek-prime-minister-hold-joint-press-conference/","Others","2024-10-09 14:43:28.232147"
